,Player_fixed,POS_group,merge_year,per_game_perf_rel_expectations,AVG_ADP,ppg_Fantasy_PPR
367,Bilal Powell,RB,2017.0,-1.8672784716469997,58.8,9.68
368,Cameron Artis-Payne,RB,2017.0,-2.287875519811569,320.0,1.2846153846153845
369,Carlos Hyde,RB,2017.0,2.2237870087128986,41.4,14.6125
370,Charcandrick West,RB,2017.0,0.0284025610092362,218.8,5.630769230769231
371,Charles Sims,RB,2017.0,-1.2721767109766953,206.3,4.5875
372,Chris Ivory,RB,2017.0,0.4422758047666288,218.5,6.05
373,Chris Johnson,RB,2017.0,0.0558187386317348,242.0,5.175
374,Chris Thompson,RB,2017.0,8.936994527200701,191.8,15.14
375,C.J. Anderson,RB,2017.0,-0.5032947438784685,60.8,10.94375
376,Cordarrelle Patterson,RB,2017.0,-1.025051926177711,256.0,5.375
377,Damien Williams,RB,2017.0,1.788098790297076,307.0,5.418181818181818
378,Danny Woodhead,RB,2017.0,-3.810939491834687,67.8,7.325
379,Darren Sproles,RB,2017.0,-3.4758381405622814,121.6,6.133333333333333
380,DeMarco Murray,RB,2017.0,-2.5133944091643503,14.4,11.433333333333334
381,Devonta Freeman,RB,2017.0,0.0508352975804076,9.4,14.3
382,Dion Lewis,RB,2017.0,6.515540839269975,193.0,12.6875
383,Doug Martin,RB,2017.0,-4.014496140725238,76.0,6.909090909090909
384,Eddie Lacy,RB,2017.0,-7.306334415058994,101.6,3.177777777777778
385,Frank Gore,RB,2017.0,-0.0352381974740172,80.8,10.85
386,Giovani Bernard,RB,2017.0,1.2005148658056817,146.0,9.48125
387,Isaiah Crowell,RB,2017.0,-3.841396077119583,33.8,8.96875
388,Jacquizz Rodgers,RB,2017.0,-6.183515614070417,131.0,2.925
389,Jamaal Charles,RB,2017.0,-3.773534768191375,140.4,4.821428571428571
390,James White,RB,2017.0,-0.6463677283137628,107.8,9.571428571428571
391,Javorius Allen,RB,2017.0,5.525830522624797,253.0,10.38125
392,Jay Ajayi,RB,2017.0,-4.260665677035984,15.0,9.65
393,Jeremy Hill,RB,2017.0,-5.56036471614758,150.2,2.457142857142857
394,Jerick McKinnon,RB,2017.0,6.097937764320676,245.5,11.13125
395,Jonathan Stewart,RB,2017.0,-1.9762234384234008,117.6,7.813333333333333
396,Kenjon Barner,RB,2017.0,-1.9706186742347331,293.0,1.7153846153846155
397,Kerwynn Williams,RB,2017.0,-1.2930665987889045,222.5,4.24375
398,Lamar Miller,RB,2017.0,-0.8993746154044384,30.6,12.09375
399,Latavius Murray,RB,2017.0,2.27361684273118,156.8,9.84375
400,LeGarrette Blount,RB,2017.0,-3.7308874060279607,102.6,6.725
401,LeSean McCoy,RB,2017.0,2.041658739420331,6.4,16.475
402,Malcolm Brown,RB,2017.0,0.6996455039187386,354.0,4.081818181818182
403,Mark Ingram,RB,2017.0,5.659321521322148,55.6,17.375
404,Matt Forte,RB,2017.0,0.4152625595486015,121.4,10.033333333333331
405,Melvin Gordon,RB,2017.0,3.769335417464916,9.6,18.00625
406,Mike Gillislee,RB,2017.0,-3.271731030379984,77.8,7.644444444444444
407,Orleans Darkwa,RB,2017.0,4.725665217398918,263.7,9.18
408,Rex Burkhead,RB,2017.0,4.662029528272687,145.4,12.98
409,Robert Turbin,RB,2017.0,-0.7215351254741176,245.3,4.316666666666666
410,Rod Smith,RB,2017.0,2.722600932966424,347.0,6.16
411,Shane Vereen,RB,2017.0,-1.3904224095713411,177.5,5.23125
412,Terrance West,RB,2017.0,-5.030773555069698,95.4,5.62
413,Tevin Coleman,RB,2017.0,0.1603249665835964,71.2,11.18
414,Theo Riddick,RB,2017.0,-1.2485495917516634,82.8,9.625
415,Thomas Rawls,RB,2017.0,-7.2862389205409475,114.2,2.6750000000000003
416,T.J. Yeldon,RB,2017.0,3.0819047191937425,214.7,8.77
417,Todd Gurley,RB,2017.0,11.857628875370182,18.6,25.55333333333333
418,Zach Zenner,RB,2017.0,-4.617304641024089,214.5,1.075
419,Adrian Peterson,RB,2018.0,2.796036753630654,103.6,11.8125
420,Adrian Peterson,RB,2018.0,2.796036753630654,103.6,11.8125
421,Alfred Blue,RB,2018.0,2.481185628482592,323.5,6.08125
422,Alfred Morris,RB,2018.0,-2.528891977344487,132.6,5.675
423,Cameron Artis-Payne,RB,2018.0,-2.0446053011575764,285.0,1.933333333333333
424,Carlos Hyde,RB,2018.0,-4.0309406073013365,60.6,7.028571428571429
425,Charcandrick West,RB,2018.0,0.4075348678588808,347.0,3.8666666666666663
426,Chris Ivory,RB,2018.0,0.0448273148000977,216.0,6.0
427,Chris Thompson,RB,2018.0,-0.2332499736283271,93.2,9.16
428,C.J. Anderson,RB,2018.0,-2.4526606859763147,119.4,6.127272727272728
429,Cordarrelle Patterson,RB,2018.0,0.4995109824973713,276.7,6.433333333333334
430,Darren Sproles,RB,2018.0,5.539270134422752,266.0,10.166666666666666
431,David Johnson,RB,2018.0,0.415624007117243,3.2,15.4125
432,DeAndre Washington,RB,2018.0,-2.380405671125652,336.5,1.14
433,Derrick Henry,RB,2018.0,-0.2403258398562631,35.8,12.5875
434,Devonta Freeman,RB,2018.0,-6.977108845098621,17.6,7.05
435,Devontae Booker,RB,2018.0,-2.644915170140142,134.8,5.4875
436,Dion Lewis,RB,2018.0,-0.8029398854083762,63.4,10.04375
437,Doug Martin,RB,2018.0,0.5634692244245345,168.0,7.49375
438,Ezekiel Elliott,RB,2018.0,6.970388380323886,3.6,21.94
439,Giovani Bernard,RB,2018.0,0.4037021618439018,149.6,7.991666666666667
440,Jacquizz Rodgers,RB,2018.0,1.6593282866877148,335.0,5.1875
441,Jalen Richard,RB,2018.0,6.127342304884731,315.5,9.7875
442,James White,RB,2018.0,8.847070574420615,124.8,17.2875
443,Javorius Allen,RB,2018.0,0.4925820142920072,200.3,6.685714285714285
444,Jonathan Stewart,RB,2018.0,-3.9309266271197583,269.3,0.5666666666666667
445,Jordan Howard,RB,2018.0,-2.550251201657576,21.0,11.25
446,Kapri Bibbs,RB,2018.0,1.7173372154590352,350.0,5.15
447,Kenyan Drake,RB,2018.0,0.0210231327666789,35.2,12.8875
448,Lamar Miller,RB,2018.0,0.0597754631735654,44.6,12.328571428571427
449,Latavius Murray,RB,2018.0,0.200172885535574,137.0,8.24375
450,LeGarrette Blount,RB,2018.0,-2.37554047794388,144.2,5.40625
451,LeSean McCoy,RB,2018.0,-4.382473186541963,26.0,9.085714285714284
452,Melvin Gordon,RB,2018.0,8.44870648369394,10.4,22.95833333333333
453,Mike Gillislee,RB,2018.0,-2.789238715638612,296.0,1.05
454,Peyton Barber,RB,2018.0,0.1531949045738709,97.2,9.39375
455,Rex Burkhead,RB,2018.0,-3.975722043588995,73.2,6.2125
456,Rod Smith,RB,2018.0,-2.8243822523232485,258.3,2.10625
457,Stevan Ridley,RB,2018.0,-2.315355951741593,301.0,1.48
458,Tevin Coleman,RB,2018.0,1.5172479884989496,67.0,12.1
459,Theo Riddick,RB,2018.0,1.3858515040517547,167.8,8.321428571428571
460,T.J. Yeldon,RB,2018.0,5.869282991195593,186.3,12.364285714285714
461,Todd Gurley,RB,2018.0,11.43157588845614,1.0,26.57857142857143
462,Wendell Smallwood,RB,2018.0,3.5854088582008403,307.0,7.3375
463,Adrian Peterson,RB,2019.0,1.155845791939777,124.8,9.8
464,Alvin Kamara,RB,2019.0,1.0461737135009663,2.5,17.75
465,Austin Ekeler,RB,2019.0,8.326349559071426,60.3,19.3125
466,Bilal Powell,RB,2019.0,-1.278507608676391,327.0,2.553846153846154
467,Brian Hill,RB,2019.0,0.4200882656530496,247.0,5.6000000000000005
468,Carlos Hyde,RB,2019.0,2.0320457955919995,155.5,9.575
469,Carlos Hyde,RB,2019.0,2.0320457955919995,155.5,9.575
470,Chris Thompson,RB,2019.0,1.9227367280809895,189.0,8.509090909090908
471,Christian McCaffrey,RB,2019.0,12.746173713500966,2.5,29.45
472,C.J. Anderson,RB,2019.0,-4.443614011093676,188.7,2.15
473,C.J. Anderson,RB,2019.0,-4.443614011093676,188.7,2.15
474,Cordarrelle Patterson,RB,2019.0,-2.97437012666248,325.0,2.225
475,Dalvin Cook,RB,2019.0,5.821546188584742,16.3,20.885714285714283
476,Damien Williams,RB,2019.0,-1.145316761302956,26.0,12.827272727272726
477,David Johnson,RB,2019.0,-4.99575753315227,9.3,10.884615384615383
478,Derrick Henry,RB,2019.0,6.808196733279649,36.5,19.64
479,Devonta Freeman,RB,2019.0,0.9388224827729365,33.3,14.114285714285714
480,Devontae Booker,RB,2019.0,-3.144459414090526,308.0,0.7875
481,Dion Lewis,RB,2019.0,-4.178938122112206,133.8,4.14375
482,Ezekiel Elliott,RB,2019.0,2.961875478117598,4.0,19.48125
483,Frank Gore,RB,2019.0,0.0404527386898534,219.7,5.93125
484,Giovani Bernard,RB,2019.0,-1.9150737482182103,207.5,4.275
485,Jalen Richard,RB,2019.0,-1.047266050167326,206.0,5.175
486,Jamaal Williams,RB,2019.0,4.110573312727976,200.3,10.45
487,James Conner,RB,2019.0,-1.6655601827430146,6.5,14.55
488,James White,RB,2019.0,2.61697463534637,64.8,13.346666666666666
489,Jay Ajayi,RB,2019.0,-3.3585520240029414,274.0,1.0
490,Joe Mixon,RB,2019.0,-0.8621905500543594,17.3,14.0875
491,Jordan Howard,RB,2019.0,1.335389583980767,89.8,11.14
492,Kareem Hunt,RB,2019.0,3.641961697871413,113.0,12.675
493,Kenyan Drake,RB,2019.0,5.005347707987179,74.0,15.3
494,Latavius Murray,RB,2019.0,-0.1054877008317038,85.3,9.825
495,Leonard Fournette,RB,2019.0,2.8193471830546173,21.5,17.293333333333333
496,LeSean McCoy,RB,2019.0,-0.3818990237585495,98.3,9.123076923076924
497,Malcolm Brown,RB,2019.0,-1.964362122020753,207.7,4.221428571428572
498,Mark Ingram,RB,2019.0,3.9010294052082974,42.5,16.166666666666668
499,Marlon Mack,RB,2019.0,0.3794544794862773,39.0,12.95
500,Matt Breida,RB,2019.0,-1.507600543930888,99.8,7.946153846153846
501,Melvin Gordon,RB,2019.0,3.196227526837525,47.5,15.066666666666668
502,Mike Davis,RB,2019.0,-5.475258357027276,231.0,0.9916666666666668
503,Peyton Barber,RB,2019.0,-1.8101436055148632,111.3,7.28125
504,Rex Burkhead,RB,2019.0,3.736262021290849,290.0,7.776923076923077
505,Spencer Ware,RB,2019.0,0.2395488852808918,321.0,4.1000000000000005
506,Tarik Cohen,RB,2019.0,-0.030771927794559,74.5,10.24375
507,Tevin Coleman,RB,2019.0,-1.5192470976837882,57.0,9.671428571428573
508,T.J. Yeldon,RB,2019.0,-0.3111951444942562,244.0,4.95
509,Todd Gurley,RB,2019.0,-0.958904474239981,11.8,14.626666666666669
510,Wendell Smallwood,RB,2019.0,-2.2297897326801026,336.0,1.5666666666666669
511,Zach Zenner,RB,2019.0,-3.1297340863714203,319.0,0.74
512,Adrian Peterson,RB,2020.0,0.9793023484809532,168.5,7.78125
513,Alvin Kamara,RB,2020.0,8.662324512982945,5.3,25.186666666666667
514,Ameer Abdullah,RB,2020.0,-1.3587899393431355,394.0,1.875
515,Austin Ekeler,RB,2020.0,1.0573304574281668,14.3,16.53
516,Boston Scott,RB,2020.0,-1.920345755587591,135.0,5.975
517,Brian Hill,RB,2020.0,0.3049321327879113,222.5,5.9625
518,Carlos Hyde,RB,2020.0,2.5051621817797187,209.0,8.49
519,Chase Edmonds,RB,2020.0,2.7876048770748163,139.8,10.5
520,Chris Carson,RB,2020.0,1.956934828740556,30.3,15.65
521,Chris Thompson,RB,2020.0,-1.341419460178649,174.5,5.325
522,Christian McCaffrey,RB,2020.0,13.090715465153558,1.0,30.133333333333336
523,Cordarrelle Patterson,RB,2020.0,-0.5209580186259863,343.5,4.3375
524,Dalvin Cook,RB,2020.0,7.5446031536505345,4.8,24.12857142857143
525,Dare Ogunbowale,RB,2020.0,-1.5711613207929878,325.0,2.1357142857142857
526,Darrel Williams,RB,2020.0,-3.2601694601786493,174.5,3.40625
527,David Johnson,RB,2020.0,1.7918461642521084,35.3,14.958333333333334
528,Derrick Henry,RB,2020.0,4.5319614696061805,7.3,20.81875
529,Devonta Freeman,RB,2020.0,1.3349951031386933,214.3,7.2
530,Dion Lewis,RB,2020.0,-1.663614698423947,238.5,3.575
531,Ezekiel Elliott,RB,2020.0,-1.8868895151390124,3.0,14.913333333333332
532,Frank Gore,RB,2020.0,2.1620314188297733,264.0,6.680000000000001
533,Giovani Bernard,RB,2020.0,4.533825521852523,234.5,9.88125
534,Gus Edwards,RB,2020.0,3.838153852189996,276.0,8.0125
535,Ito Smith,RB,2020.0,-1.1325465574524047,239.0,4.092857142857143
536,Jalen Richard,RB,2020.0,-1.7534748577814394,221.5,3.930769230769231
537,Jamaal Williams,RB,2020.0,2.4016990511456218,174.0,9.078571428571427
538,James Conner,RB,2020.0,-0.5563927275733995,34.8,12.66153846153846
539,James White,RB,2020.0,-1.908420487277416,80.8,8.328571428571427
540,Jaylen Samuels,RB,2020.0,-3.9323830220433655,243.5,1.1714285714285713
541,J.D. McKissic,RB,2020.0,8.018295468583263,287.0,11.9625
542,Joe Mixon,RB,2020.0,0.9548030082656692,12.8,16.599999999999998
543,Jordan Howard,RB,2020.0,-5.406728491118959,91.3,4.385714285714285
544,Josh Adams,RB,2020.0,1.464430539771956,408.0,4.575
545,Justin Jackson,RB,2020.0,0.4485355916383495,168.3,7.2555555555555555
546,Kalen Ballage,RB,2020.0,5.690515118405645,435.0,8.536363636363637
547,Kareem Hunt,RB,2020.0,2.1673923670880004,58.0,13.65625
548,Kenyan Drake,RB,2020.0,-2.5791754145298054,15.0,12.813333333333333
549,Kenyan Drake,RB,2020.0,-2.5791754145298054,15.0,12.813333333333333
550,Kerryon Johnson,RB,2020.0,-4.86506651402376,99.8,4.4875
551,Latavius Murray,RB,2020.0,0.0836158621898555,107.5,9.08
552,Leonard Fournette,RB,2020.0,-1.2508210890725202,59.3,10.153846153846152
553,LeSean McCoy,RB,2020.0,-3.0521610091520057,214.0,2.82
554,Malcolm Brown,RB,2020.0,1.3268211938239745,229.0,6.81875
555,Mark Ingram,RB,2020.0,-6.881549717185253,55.0,4.809090909090909
556,Matt Breida,RB,2020.0,-5.817714402338732,100.5,3.5
557,Melvin Gordon,RB,2020.0,0.498186346089966,40.5,13.226666666666668
558,Mike Boone,RB,2020.0,-2.771550662126994,326.0,0.93125
559,Mike Davis,RB,2020.0,9.914284532161057,299.0,13.766666666666667
560,Mike Davis,RB,2020.0,9.914284532161057,299.0,13.766666666666667
561,Nick Chubb,RB,2020.0,1.915824585470196,15.0,17.308333333333334
562,Peyton Barber,RB,2020.0,-1.2291532878133928,259.0,3.4375
563,Phillip Lindsay,RB,2020.0,-3.904696106181458,88.8,6.0
564,Raheem Mostert,RB,2020.0,0.7578226568561757,54.8,12.4625
565,Royce Freeman,RB,2020.0,-2.4478883150626145,255.5,2.31875
566,Samaje Perine,RB,2020.0,1.136667996873709,423.0,4.10625
567,Samaje Perine,RB,2020.0,1.136667996873709,423.0,4.10625
568,Saquon Barkley,RB,2020.0,-9.221154086488724,2.0,7.7
569,Sony Michel,RB,2020.0,-0.4262112167115255,112.3,8.366666666666667
570,Tevin Coleman,RB,2020.0,-7.155170554337126,113.5,1.5875
571,T.J. Yeldon,RB,2020.0,1.9429899758713145,367.5,5.4
572,Todd Gurley,RB,2020.0,-2.7594141352774706,30.8,10.88
573,Alex Collins,RB,2021.0,1.913011860783212,270.0,6.254545454545454
574,Alexander Mattison,RB,2021.0,0.7709507996522937,154.2,7.86875
575,Alvin Kamara,RB,2021.0,1.1053851554206382,3.0,18.053846153846152
576,Ameer Abdullah,RB,2021.0,1.621423123256669,343.0,5.264705882352941
577,Austin Ekeler,RB,2021.0,5.42117756133511,10.4,21.4875
578,Boston Scott,RB,2021.0,1.0111873701424283,238.8,6.1625
579,Chase Edmonds,RB,2021.0,0.7520163478059363,62.0,11.941666666666668
580,Christian McCaffrey,RB,2021.0,1.02232077435486,1.0,18.214285714285715
581,Cordarrelle Patterson,RB,2021.0,9.728046248283778,248.3,14.6625
582,Corey Clement,RB,2021.0,-1.505216728846151,419.0,1.7
583,Dalvin Cook,RB,2021.0,-1.2007301373597716,2.0,15.86923076923077
584,Damien Harris,RB,2021.0,3.485926894942564,72.0,14.006666666666666
585,Darrel Williams,RB,2021.0,5.805874890823259,213.2,11.529411764705882
586,David Johnson,RB,2021.0,-1.635781704720669,129.8,6.253846153846154
587,David Montgomery,RB,2021.0,1.1801796365914043,30.2,15.0
588,Derrick Henry,RB,2021.0,7.335014186803072,4.0,24.1625
589,Devin Singletary,RB,2021.0,3.134862357532484,112.4,11.63529411764706
590,Devontae Booker,RB,2021.0,3.012459991799812,200.0,9.00625
591,Ezekiel Elliott,RB,2021.0,-1.7817344610362795,5.8,14.82941176470588
592,Giovani Bernard,RB,2021.0,-1.6072660016086928,174.4,4.925
593,Ito Smith,RB,2021.0,2.732102781294554,337.0,6.4
594,Jalen Richard,RB,2021.0,-1.5631883103793052,297.0,2.32
595,Jamaal Williams,RB,2021.0,0.8645486981415615,116.4,9.215384615384616
596,James Conner,RB,2021.0,8.169542822005283,100.8,17.18
597,J.D. McKissic,RB,2021.0,4.074300973159271,139.8,11.627272727272729
598,Jeremy McNichols,RB,2021.0,2.17716111828684,433.0,5.257142857142857
599,Jerick McKinnon,RB,2021.0,-2.462935451067671,235.5,2.761538461538461
600,Joe Mixon,RB,2021.0,3.124598498446195,20.8,17.99375
601,Jonathan Williams,RB,2021.0,0.5217176365059948,353.0,4.14
602,Josh Jacobs,RB,2021.0,1.9188666155158296,36.4,15.066666666666666
603,Justin Jackson,RB,2021.0,0.921684954281872,235.0,6.1571428571428575
604,Kalen Ballage,RB,2021.0,-3.395257737311404,318.0,0.3764705882352941
605,Kalen Ballage,RB,2021.0,-3.395257737311404,318.0,0.3764705882352941
606,Kareem Hunt,RB,2021.0,2.207325698530587,57.2,13.75
607,Latavius Murray,RB,2021.0,1.2928231002879649,194.2,7.399999999999999
608,Leonard Fournette,RB,2021.0,8.515673130931825,86.4,18.257142857142856
609,Malcolm Brown,RB,2021.0,-2.391103834543186,218.3,3.2142857142857144
610,Mark Ingram,RB,2021.0,2.227824510086021,221.6,7.757142857142857
611,Marlon Mack,RB,2021.0,-3.336715498148759,223.5,2.15
612,Matt Breida,RB,2021.0,1.1393641135696475,360.0,4.7444444444444445
613,Melvin Gordon,RB,2021.0,2.109218256065104,79.6,12.19375
614,Mike Boone,RB,2021.0,-3.1718305235726336,278.0,0.9625
615,Mike Davis,RB,2021.0,-3.4426705195762075,56.8,8.129411764705882
616,Miles Sanders,RB,2021.0,-3.195884586405853,38.2,9.766666666666667
617,Myles Gaskin,RB,2021.0,-1.884700556804967,49.8,10.211764705882352
618,Nick Chubb,RB,2021.0,-0.6877510100934607,10.4,15.37857142857143
619,Phillip Lindsay,RB,2021.0,-4.100936415920518,146.2,3.242857142857143
620,Qadree Ollison,RB,2021.0,-1.795212720918014,273.0,2.4625
621,Rashaad Penny,RB,2021.0,5.988808617023771,190.6,12.17
622,Rex Burkhead,RB,2021.0,3.546379757815304,445.0,6.51875
623,Royce Freeman,RB,2021.0,-2.726547864527772,244.0,2.306666666666666
624,Samaje Perine,RB,2021.0,1.1631714474572492,282.5,5.2
625,Saquon Barkley,RB,2021.0,-4.729498945953852,9.6,11.430769230769233
626,Sony Michel,RB,2021.0,0.3056450637054944,117.8,8.605882352941178
627,Tevin Coleman,RB,2021.0,-2.0065248232662825,167.8,4.681818181818182
628,Tony Pollard,RB,2021.0,3.0475831477253825,132.6,10.84
629,Ty Johnson,RB,2021.0,1.529518328311683,210.5,7.3125
630,Ty Johnson,RB,2021.0,1.529518328311683,210.5,7.3125
631,Alexander Mattison,RB,2022.0,-2.679280827343282,135.0,5.2
632,Alvin Kamara,RB,2022.0,-1.784827266878203,13.3,14.113333333333332
633,Ameer Abdullah,RB,2022.0,-1.7669653892703252,242.5,3.182352941176471
634,Ameer Abdullah,RB,2022.0,-1.7669653892703252,242.5,3.182352941176471
635,Antonio Gibson,RB,2022.0,-0.0212833711058308,64.8,11.06
636,Austin Ekeler,RB,2022.0,4.864250128325725,3.8,21.923529411764704
637,Boston Scott,RB,2022.0,-1.2945978143637218,262.0,3.08
638,Brandon Bolden,RB,2022.0,-2.1733387807691207,281.0,1.70625
639,Cam Akers,RB,2022.0,-3.463231198732624,39.8,9.42
640,Chase Edmonds,RB,2022.0,-4.207583820200749,86.8,5.707692307692308
641,Christian McCaffrey,RB,2022.0,3.680245306733784,2.0,20.96470588235294
642,Clyde Edwards-Helaire,RB,2022.0,-1.3038510420569835,64.0,9.83
643,Cordarrelle Patterson,RB,2022.0,1.9371051932666283,85.8,11.9
644,Dalvin Cook,RB,2022.0,-2.6134084685765018,7.5,13.988235294117649
645,Damien Harris,RB,2022.0,-1.7918398501425,83.8,8.263636363636364
646,D'Andre Swift,RB,2022.0,-1.985269407416556,15.5,13.65
647,Darrel Williams,RB,2022.0,-2.822178270573356,191.5,3.516666666666667
648,David Montgomery,RB,2022.0,-2.1149294882676024,36.5,11.10625
649,DeeJay Dallas,RB,2022.0,-0.6909710304930998,294.0,3.08
650,Derrick Henry,RB,2022.0,2.0521403695107203,5.3,18.925
651,Devin Singletary,RB,2022.0,1.0043408250764865,82.5,11.11875
652,Eno Benjamin,RB,2022.0,0.5025753601193701,225.0,5.973333333333333
653,Ezekiel Elliott,RB,2022.0,-1.5295473774989097,30.3,12.386666666666668
654,Jamaal Williams,RB,2022.0,6.459449156107739,170.0,13.288235294117648
655,James Conner,RB,2022.0,1.3701873179006585,29.3,15.4
656,James Robinson,RB,2022.0,-0.4659605427316631,117.0,8.054545454545455
657,Jerick McKinnon,RB,2022.0,5.812851540817488,216.3,11.547058823529412
658,Joe Mixon,RB,2022.0,0.8471692661695549,10.3,17.107142857142858
659,Jonathan Taylor,RB,2022.0,-4.101140297341738,1.0,13.30909090909091
660,Josh Jacobs,RB,2022.0,7.142422618628597,49.5,19.311764705882357
661,Joshua Kelley,RB,2022.0,0.078709968897308,244.0,4.984615384615385
662,Kareem Hunt,RB,2022.0,-2.5254775368617075,85.3,7.458823529411765
663,Kenyan Drake,RB,2022.0,3.092740992431155,221.3,8.674999999999999
664,Ke'Shawn Vaughn,RB,2022.0,-4.63742777720371,230.0,0.6799999999999999
665,Leonard Fournette,RB,2022.0,-0.7387491476182344,22.0,14.13125
666,Marlon Mack,RB,2022.0,-1.6464658380220083,187.5,4.7875
667,Matt Breida,RB,2022.0,-2.509889503564509,205.0,3.5176470588235293
668,Melvin Gordon,RB,2022.0,-0.1949100300244861,107.5,8.709999999999999
669,Miles Sanders,RB,2022.0,2.7229742986741066,84.5,12.74705882352941
670,Myles Gaskin,RB,2022.0,-3.79471862823194,200.0,2.35
671,Nick Chubb,RB,2022.0,1.4491756663784496,20.0,16.552941176470586
672,Raheem Mostert,RB,2022.0,2.9593857738648897,144.8,10.51875
673,Rex Burkhead,RB,2022.0,-0.3517591004263947,234.3,4.8375
674,Samaje Perine,RB,2022.0,4.134760653459495,249.5,8.88125
675,Saquon Barkley,RB,2022.0,2.6813887373295344,20.3,17.75
676,Sony Michel,RB,2022.0,-2.531716342639665,240.0,2.49
677,Tony Pollard,RB,2022.0,5.596643737947451,86.0,15.55
678,Zack Moss,RB,2022.0,0.4218938585640677,256.5,4.961538461538462
679,Alexander Mattison,RB,2023.0,-2.927212757186499,62.8,8.325
680,Alvin Kamara,RB,2023.0,6.588078739094124,61.5,17.923076923076923
681,Antonio Gibson,RB,2023.0,-0.8145285591571607,112.5,7.9625
682,Austin Ekeler,RB,2023.0,-3.767216621965208,3.8,13.242857142857144
683,Boston Scott,RB,2023.0,-2.709404656994665,286.5,1.0533333333333337
684,Cam Akers,RB,2023.0,-4.505880280850069,64.0,6.671428571428572
685,Chase Edmonds,RB,2023.0,-1.9523442777042,237.0,3.053846153846154
686,Chase Edmonds,RB,2023.0,-1.9523442777042,237.0,3.053846153846154
687,Christian McCaffrey,RB,2023.0,7.258389481462121,2.3,24.45625
688,Christian McCaffrey,RB,2023.0,7.258389481462121,2.3,24.45625
689,Chuba Hubbard,RB,2023.0,4.829204041053813,206.0,10.735294117647058
690,Clyde Edwards-Helaire,RB,2023.0,-1.3518039402633075,201.7,4.673333333333333
691,Cordarrelle Patterson,RB,2023.0,-3.684549886177432,190.3,2.6357142857142857
692,Dalvin Cook,RB,2023.0,-8.52840657900523,63.5,2.68
693,Damien Harris,RB,2023.0,-3.827477080539024,164.5,3.1666666666666665
694,Damien Williams,RB,2023.0,-0.4649146753185551,496.0,2.5
695,D'Andre Swift,RB,2023.0,1.8619335162552293,74.3,12.45625
696,David Montgomery,RB,2023.0,4.753191866788418,86.0,14.8
697,D'Ernest Johnson,RB,2023.0,-1.5451762681560988,384.0,2.047058823529412
698,Derrick Henry,RB,2023.0,-1.0141757909194506,16.0,14.511764705882351
699,Devin Singletary,RB,2023.0,2.6760452157595527,159.3,9.841176470588236
700,Elijah Mitchell,RB,2023.0,-3.461321437040822,140.3,4.318181818181818
701,Ezekiel Elliott,RB,2023.0,2.301103100735209,134.8,10.264705882352942
702,Gus Edwards,RB,2023.0,5.62080224163461,223.5,11.0
703,Jamaal Williams,RB,2023.0,-4.479402273701361,103.8,4.676923076923076
704,James Conner,RB,2023.0,4.35338927998062,64.5,15.5
705,Javonte Williams,RB,2023.0,0.5285943319924673,72.8,11.2
706,Jerick McKinnon,RB,2023.0,-1.2644905049180393,125.3,7.033333333333334
707,J.K. Dobbins,RB,2023.0,0.3521505297862184,61.3,11.7
708,Joe Mixon,RB,2023.0,2.140566810114155,33.0,15.705882352941176
709,Jonathan Taylor,RB,2023.0,3.37679596105086,47.8,15.64
710,Josh Jacobs,RB,2023.0,-1.5951712660325723,16.0,13.930769230769233
711,Joshua Kelley,RB,2023.0,-1.7784921534011784,222.5,3.6294117647058814
712,Kareem Hunt,RB,2023.0,2.187925222476708,212.5,7.9
713,Kenneth Gainwell,RB,2023.0,-0.3097214078804544,187.5,6.0875
714,Khalil Herbert,RB,2023.0,-0.0148527584167368,99.0,9.375
715,Latavius Murray,RB,2023.0,0.1074918719109314,234.5,5.18125
716,Latavius Murray,RB,2023.0,0.1074918719109314,234.5,5.18125
717,Leonard Fournette,RB,2023.0,-3.533972669531388,218.3,2.0
718,Matt Breida,RB,2023.0,-1.238734751728222,273.0,2.7588235294117647
719,Michael Carter,RB,2023.0,-0.4359557898117394,260.0,3.92
720,Miles Sanders,RB,2023.0,-6.5979316690642165,50.5,5.475
721,Najee Harris,RB,2023.0,-2.629870857204228,28.0,11.5
722,Nick Chubb,RB,2023.0,-4.418505968318833,12.3,11.55
723,Raheem Mostert,RB,2023.0,9.88999171127554,135.0,17.846666666666668
724,Rashaad Penny,RB,2023.0,-6.179503255222641,140.3,1.6
725,Rhamondre Stevenson,RB,2023.0,-1.7045445172545095,30.5,12.141666666666666
726,Samaje Perine,RB,2023.0,-1.4059386642472678,118.5,7.135294117647058
727,Saquon Barkley,RB,2023.0,-0.5724202405555001,7.8,15.94285714285714
728,Tony Pollard,RB,2023.0,-2.4318228497429804,16.0,13.094117647058823
729,Zack Moss,RB,2023.0,6.137277862381293,203.5,12.114285714285714
730,Zack Moss,RB,2023.0,6.137277862381293,203.5,12.114285714285714
731,Alexander Mattison,RB,2024.0,4.552123092145773,228.7,9.814285714285717
732,Alvin Kamara,RB,2024.0,6.071966358144396,39.6,18.95
733,Ameer Abdullah,RB,2024.0,4.4693131717184365,381.0,7.825
734,Antonio Gibson,RB,2024.0,-0.5919957926866957,173.8,6.082352941176471
735,Austin Ekeler,RB,2024.0,1.1598019348929771,91.0,11.025
736,Breece Hall,RB,2024.0,-1.5603825247627423,5.4,15.05625
